ticker,exchange,industry,market_cap,roe,stock_rating,business_operation,business_model,financial_health,alpha,beta,uptrend,active_buy_pct,strong_buy_pct,high_vol_match,forecast_vol_ratio,pe,pb,ev_ebitda,dividend_yield,price_vs_sma5,price_vs_sma20,revenue_growth_1y,revenue_growth_5y,eps_growth_1y,eps_growth_5y,gross_margin,net_margin,doe,avg_trading_value_5d,avg_trading_value_10d,avg_trading_value_20d,relative_strength_3d,rel_strength_1m,rel_strength_3m,rel_strength_1y,total_trading_value,foreign_transaction,price_near_realtime,rsi14,foreign_vol_pct,tc_rs,tcbs_recommend,tcbs_buy_sell_signal,foreign_buysell_20s,num_increase_continuous_day,num_decrease_continuous_day,eps,macd_histogram,vol_vs_sma5,vol_vs_sma10,vol_vs_sma20,vol_vs_sma50,price_vs_sma10,price_vs_sma50,price_break_out52_week,price_wash_out52_week,sar_vs_macd_hist,bolling_band_signal,dmi_signal,rsi14_status,price_growth_1w,price_growth_1m,breakout,prev_1d_growth_pct,prev_1m_growth_pct,prev_1y_growth_pct,prev_5y_growth_pct,has_financial_report,free_transfer_rate,net_cash_per_market_cap,net_cash_per_total_assets,profit_last_4q,last_quarter_revenue_growth,second_quarter_revenue_growth,last_quarter_profit_growth,second_quarter_profit_growth,pct_1y_from_peak,pct_away_from_hist_peak,pct_1y_from_bottom,pct_off_hist_bottom,price_vs_sma100,heating_up,price_growth1_day,vsma5,vsma10,vsma20,vsma50,corporate_percentage,ev,quarter_revenue_growth,quarter_income_growth,peg_trailing,quarterly_income,quarterly_revenue,ps,roa,npl,nim,price_vs_sma200,eps_ttm_growth1_year,eps_ttm_growth5_year,equity_mi,eps_recently,percent_price_vs_ma200,percent_price_vs_ma20,percent_price_vs_ma50,percent_price_vs_ma100
DSC,HSX,Dịch vụ tài chính,4400.0,10.3,2.4,2.8,3.0,2.6,-0.1,1.1,,33.7,1.5,2.8,1.7,17.0,1.7,17.1,0.0,,Giá nằm dưới SMA(20),14.75,133.98,47.45,,84.9,51.69,1.3,1.76,2.03,2.84,65.0,37.0,82.0,23.0,2.85,Mua < Bán,16.0,39.8,0.02,61.0,,Bán,-58.0,,2.0,940.0,MACD Histogram < 0 và tăng dần,2.5,1.8,1.3,0.6,,Giá nằm dưới SMA(50),,,,,,Trung tính,-8.57,-5.16,,-0.62,-5.16,-13.08,389.03,Có,13.0,-76.1,-53.7,258.6,77.2,12.7,86.3,123.2,-16.9,-66.8,44.9,591.8,Giá nằm trên SMA(100),,-0.62,75.3,103.8,142.1,303.6,34.2,8.0,104.7,200.2,0.4,134.0,260.0,7.0,4.7,,,,47.15,,2631.0,940.0,15.4,-5.8,-5.7,6.2
DSD,UPCOM,Du lịch và Giải trí,759.0,4.1,2.4,1.8,,3.8,0.1,0.2,,,50.0,,,30.2,1.2,13.3,0.0,,,-2.44,,3.08,,50.78,38.74,0.2,0.0,0.0,0.0,49.0,89.0,80.0,7.0,,,,,0.0,56.0,,,0.0,0.0,0.0,431.0,,,,,,,,,,,,,,,,,,,,,Có,10.0,-11.9,-11.8,25.2,15.8,11.3,37.5,36.8,,,,,,,,,,,,22.2,1.0,3.7,-5.3,0.1,31.0,79.0,4.1,3.4,,,,311.09,,632.0,431.0,,,,
DSE,HSX,Dịch vụ tài chính,8394.0,7.0,2.0,2.2,3.7,2.2,-0.2,1.0,,51.2,50.6,2.0,0.3,28.3,2.0,38.9,1.9,,Giá nằm dưới SMA(20),,,-20.62,,45.48,27.95,2.2,13.56,22.6,23.33,23.0,5.0,31.0,35.0,4.82,Mua < Bán,24.5,30.8,11.46,24.0,,Bán mạnh,-1538.0,,2.0,865.0,MACD Histogram < 0 và tăng dần,0.4,0.2,0.3,0.1,,Giá nằm dưới SMA(50),,,,,,Trung tính,-9.43,-15.37,,-0.41,-15.37,1.32,,Có,35.0,-101.4,-60.7,296.3,152.7,46.4,208.3,114.7,-27.6,-27.6,30.3,28.6,Giá nằm dưới SMA(100),,-0.41,499.3,819.0,809.5,1386.0,69.2,17.0,68.6,86.5,1.4,137.0,489.0,6.7,2.4,,,,20.1,264704.7,4293.0,865.0,-3.5,-11.4,-14.7,-7.7
DSG,UPCOM,Xây dựng và Vật liệu,93.0,3010.0,,1.0,3.5,2.8,-0.1,0.1,,6.7,96.5,675.0,18.8,-7.0,-13.1,-120.4,0.0,Giá cắt xuống SMA(5),Giá nằm dưới SMA(20),-1.43,-6.85,,,16.85,,-1.4,0.0,0.0,0.0,,,,,0.0,,3.2,16.8,0.17,,,Bán mạnh,0.0,,1.0,-445.0,MACD Histogram < 0 và giảm dần,,37.5,2.2,4.2,,Giá nằm dưới SMA(50),,Tín hiệu phá đáy,,,,Trung tính,-20.0,-23.81,,-11.11,-23.81,-40.74,-36.0,Không,15.0,-10.5,-10.1,-13.4,-23.0,-16.0,,,-50.0,-85.5,-5.9,-5.9,Giá nằm dưới SMA(100),,-11.11,0.0,0.0,0.7,0.4,86.4,0.0,,,,,,,-12.8,,,,,,,-445.0,-27.4,-18.8,-23.6,-24.1
DSH,UPCOM,Xây dựng và Vật liệu,,,,1.0,,2.6,-0.3,0.7,,,20.1,10.2,0.3,,,,,,Giá nằm dưới SMA(20),,,,,,,,0.04,0.35,0.2,,,,,0.02,,10.7,44.9,0.0,,,Bán mạnh,0.0,2.0,,,MACD Histogram < 0 và giảm dần,0.4,0.1,0.1,0.2,,Giá nằm dưới SMA(50),,,,,,Trung tính,-11.74,-3.98,,0.55,-3.98,,,Không,25.0,,,,,,,,-42.8,-27.4,15.2,8.8,Giá nằm dưới SMA(100),,0.55,3.8,24.1,14.6,6.8,15.0,,,,,,,,,,,,,,,,,-3.7,-6.3,-8.5
DSN,HSX,Du lịch và Giải trí,537.0,23.5,2.9,3.1,3.5,4.2,-0.1,0.2,,60.0,57.6,5.3,0.1,7.3,1.7,6.5,7.5,,Giá nằm dưới SMA(20),-12.57,-0.17,-17.69,-0.54,62.3,40.9,0.0,0.15,0.18,0.26,55.0,45.0,55.0,29.0,0.02,,44.45,42.8,15.15,46.0,,Bán,22.0,,1.0,6085.0,MACD Histogram < 0 và tăng dần,0.2,0.1,0.1,0.1,,Giá nằm dưới SMA(50),,,,,,Trung tính,-0.56,-0.78,,-0.11,-0.78,-13.06,33.84,Không,55.0,0.5,0.8,73.5,-20.7,-25.4,-29.4,-47.1,-16.6,-18.0,2.1,1159.7,Giá nằm dưới SMA(100),,-0.11,3.3,4.0,5.9,7.6,38.2,1.0,,,,,,,20.3,,,,,,,6085.0,-6.0,-0.5,-0.9,-2.3
DSP,UPCOM,Du lịch và Giải trí,1424.0,-11.1,2.4,1.0,3.0,4.2,-0.1,0.1,,,,,,-14.1,1.7,-9.7,0.0,,,-8.55,-8.7,,,,,0.0,0.0,0.0,0.0,49.0,24.0,49.0,40.0,,,,,0.0,40.0,,,0.0,0.0,0.0,-848.0,,,,,,,,,,,,,,,,,,,,,Có,20.0,4.8,7.2,-100.7,-9.8,-4.9,,-152.3,,,,,,,,,,,,84.0,1.0,2.3,,0.0,-55.0,45.0,8.5,-9.7,,,,,,855.0,-848.0,,,,
DST,HNX,Truyền thông,296.0,0.6,2.3,1.3,,4.2,0.2,0.8,,49.0,62.1,1.6,0.3,118.1,0.7,-67.6,0.0,,Giá nằm trên SMA(20),13.54,7.4,15.03,,,,0.0,0.71,0.61,0.57,,,,,0.19,,9.2,53.0,0.06,,,Mua,0.0,0.0,0.0,78.0,MACD Histogram < 0 và tăng dần,0.3,0.3,0.4,0.3,,Giá nằm trên SMA(50),,,,,,Trung tính,0.0,2.22,,0.0,2.22,196.77,217.24,Có,100.0,1.0,0.7,2.5,,,524.4,-21.8,-8.0,-78.3,217.2,1050.0,Giá nằm trên SMA(100),,0.0,73.5,64.8,61.4,72.2,0.8,0.0,,-6.9,-1.6,1.0,0.0,9.5,0.6,,,,-75.47,-68.17,401.0,78.0,27.9,0.4,1.6,7.0
DTA,HSX,Bất động sản,81.0,0.4,1.8,2.0,,2.0,0.0,0.7,,68.4,84.2,7.1,0.1,92.3,0.4,21.8,0.0,,Giá nằm dưới SMA(20),41.95,21.73,12.37,-24.94,10.52,0.66,0.7,0.05,0.09,0.21,,,,,0.01,,4.5,33.2,0.15,,,Bán,0.0,0.0,0.0,49.0,MACD Histogram < 0 và tăng dần,0.2,0.1,0.1,0.0,,Giá nằm dưới SMA(50),,,,,,Trung tính,-2.6,-8.16,,0.0,-8.16,13.64,18.42,Không,60.0,-168.7,-22.7,0.9,24.7,-11.0,-65.8,-27.1,-22.7,-84.5,38.9,155.4,Giá nằm dưới SMA(100),,0.0,11.6,19.1,19.5,47.5,0.0,0.0,,,,,,,0.1,,,,,,,49.0,-0.1,-4.0,-7.5,-4.9
DTC,UPCOM,Xây dựng và Vật liệu,48.0,-346.8,,1.0,,2.0,0.0,0.7,,,6.8,659.8,2.4,-1.9,-8.8,23.8,0.0,Giá cắt xuống SMA(5),Giá cắt xuống SMA(20),-21.96,-14.56,,,,,-22.5,0.0,0.0,0.0,,,,,0.0,,4.8,49.6,1.45,,,Bán,0.0,,1.0,-2590.0,MACD Histogram > 0 và giảm dần,2.4,1.5,0.6,0.6,Giá cắt xuống SMA(10),Giá nằm trên SMA(50),,,,Tín hiệu bán,,Trung tính,9.09,16.0,,-14.29,16.0,2.13,-70.45,Có,20.0,-256.8,-64.6,-25.9,-1.2,-6.1,,,-25.0,-93.3,54.8,139.2,Giá nằm dưới SMA(100),,-14.29,0.2,0.3,0.9,0.8,40.0,0.0,-15.5,,0.1,-6.0,30.0,0.4,-13.4,,,"{'vi': 'Giá cắt xuống SMA(200)', 'en': 'Price cross below SMA(200)'}",,,-5.0,-2590.0,-2.5,-1.4,1.1,-4.5
DTD,HNX,Bất động sản,1300.0,19.8,3.2,3.7,3.6,4.8,-0.3,1.6,,43.2,50.2,7.2,0.7,5.8,1.0,2.6,0.0,,Giá nằm dưới SMA(20),-36.99,19.63,-44.56,-6.54,67.63,35.59,0.0,14.63,18.31,18.34,49.0,38.0,68.0,20.0,10.67,Mua > Bán,19.5,40.0,3.98,44.0,,Bán mạnh,331.0,0.0,0.0,3373.0,MACD Histogram < 0 và tăng dần,0.9,0.7,0.7,0.6,,Giá nằm dưới SMA(50),,,,,,Trung tính,-11.36,-4.88,,0.0,-4.88,-8.05,79.5,Không,55.0,18.5,9.9,225.0,333.1,8.6,633.2,32.8,-20.6,-34.4,67.5,448.8,Giá nằm dưới SMA(100),,0.0,632.2,812.0,749.8,869.0,5.3,1.0,,,,,,,9.7,,,,,,,3373.0,3.0,-8.1,-8.4,-1.3
DTE,UPCOM,"Điện, nước & xăng dầu khí đốt",188.0,6.8,2.7,1.6,,4.4,-0.1,0.0,,,,,,7.8,0.6,5.8,0.0,,,137.42,,7274.3,,13.84,0.02,1.1,0.0,0.0,0.0,82.0,81.0,8.0,10.0,,,,,0.01,45.0,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,Không,25.0,-227.2,-41.3,39.1,,,,,,,,,,,,,,,,,1.0,,,,,,,2.5,,,,,,,770.0,,,,
DTG,HNX,Y tế,147.0,6.4,,2.9,,4.2,-0.1,0.2,,12.9,50.3,377.1,3.0,12.6,0.8,5.7,0.0,Giá cắt lên SMA(5),Giá cắt lên SMA(20),-2.27,4.52,-24.49,18.49,18.38,1.33,0.2,0.05,0.03,0.04,,,,,0.09,Mua < Bán,15.3,58.1,0.12,,,Mua,0.0,1.0,,1217.0,MACD Histogram > 0 và tăng dần,3.2,3.9,3.1,3.8,Giá cắt lên SMA(10),Giá cắt lên SMA(50),,,,Tín hiệu mua,,Trung tính,1.32,2.68,Tín hiệu mua,2.0,2.68,-26.69,145.77,Có,13.0,-10.8,-5.8,11.7,4.0,-20.5,-69.5,-94.9,-27.9,-52.7,8.5,195.8,Giá nằm trên SMA(100),,2.0,2.0,1.6,2.0,1.6,30.2,0.0,4.2,217.3,-0.2,1.0,69.0,0.4,3.7,,,,-56.06,,188.0,1217.0,-6.4,1.8,1.5,2.4
DTH,UPCOM,Y tế,,,,1.2,,2.0,0.0,0.0,,,,,,,,,,,,,,33.54,,,,,0.0,0.0,0.0,,,,,,,,,0.0,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,Không,30.0,,,,,,,,,,,,,,,,,,,83.3,,,,,,,,,,,,,,,,,,,
DTI,UPCOM,Du lịch và Giải trí,30.0,0.2,,1.9,3.5,3.2,0.0,0.7,,16.7,37.5,2.5,0.0,140.3,0.2,-1649.5,0.0,Giá cắt xuống SMA(5),Giá nằm dưới SMA(20),97.56,141.38,202.29,-32.16,0.1,0.03,1.7,0.1,0.14,0.15,,,,,0.0,,2.2,36.7,0.0,,,Bán mạnh,0.0,,1.0,16.0,MACD Histogram < 0 và giảm dần,0.0,0.0,0.0,0.0,,Giá nằm dưới SMA(50),,,,,,Trung tính,-7.72,-12.32,,-4.35,-12.32,-2.74,-75.95,Có,95.0,-745.2,-56.0,0.2,-36.8,18.6,-2.8,75.2,-40.5,-89.1,29.4,22.6,Giá nằm dưới SMA(100),,-4.35,42.9,58.2,61.1,103.7,,0.0,-40.2,-69.6,19.1,0.0,102.0,0.1,0.1,,,,7.36,,136.0,16.0,-10.6,-9.1,-17.9,-18.5
DTK,HNX,"Điện, nước & xăng dầu khí đốt",8330.0,9.1,2.8,1.6,3.1,4.0,0.0,0.0,,,14.4,,,10.8,1.0,5.4,3.8,,,8.53,0.4,27.81,4.16,13.17,8.42,0.4,0.02,0.02,0.03,88.0,77.0,52.0,45.0,,,,,0.01,66.0,,,1.0,0.0,0.0,1131.0,,,,,,,,,,,,,,,,,,,,,Không,0.7,-34.9,-19.0,772.0,2.9,16.5,21.4,10.5,,,,,,,,,,,,99.3,11.0,,,,,,,4.8,,,,,,,1131.0,,,,
DTL,HSX,Tài nguyên Cơ bản,806.0,-9.5,2.3,1.1,2.6,2.6,0.1,0.3,,,36.6,4.1,2.0,-11.7,1.2,-169.7,0.0,,Giá cắt xuống SMA(20),-0.24,-4.78,,,,,1.3,0.19,0.22,1.01,49.0,16.0,91.0,49.0,0.31,,13.3,52.6,0.01,51.0,,Mua,2.0,,2.0,-1133.0,MACD Histogram < 0 và tăng dần,2.3,1.6,0.3,0.6,,Giá nằm trên SMA(50),,,,Tín hiệu bán,,Trung tính,2.31,-9.83,,-1.12,-9.83,-3.62,90.0,Không,8.9,-110.2,-46.3,-68.7,48.5,3.1,-229.4,,-21.1,-78.2,43.8,137.9,Giá nằm trên SMA(100),,-1.12,9.9,14.6,71.6,41.0,19.2,2.0,,,,,,,-3.6,,,,,,,-1133.0,23.1,-0.5,5.5,16.3
DTP,UPCOM,Y tế,,,3.3,2.8,,5.0,0.2,0.3,,94.4,29.1,49.7,3.3,,,,,,Giá nằm trên SMA(20),,,,,,,,0.1,0.06,0.1,91.0,91.0,92.0,78.0,0.2,,113.5,74.2,0.0,88.0,,Mua mạnh,0.0,4.0,,,MACD Histogram < 0 và tăng dần,3.4,4.8,2.6,1.5,,Giá nằm trên SMA(50),,,,,,Vào vùng quá mua,5.19,20.39,,2.92,20.39,46.53,801.65,Có,30.0,,,,,,,,-0.4,2.9,89.0,1248.8,Giá nằm trên SMA(100),,2.92,0.5,0.4,0.7,1.2,16.4,,5.9,55.2,,99.0,417.0,,,,,,,,1139.0,,39.0,6.2,15.5,26.5
DTT,HSX,Hóa chất,134.0,10.3,2.9,2.0,,4.8,-0.1,0.0,,,,,,9.7,1.0,7.1,4.0,,,15.33,3.41,34.26,9.0,19.01,7.14,0.1,0.0,0.01,0.06,,,,,,,,,0.19,,,,0.0,0.0,0.0,1688.0,,,,,,,,,,,,,,,,,,,,,Có,50.8,6.8,5.1,13.8,21.0,-14.5,101.1,20.0,,,,,,,,,,,,1.1,0.0,19.5,16.9,0.3,4.0,56.0,0.7,7.5,,,,32.97,58.93,136.0,1688.0,,,,
DUS,UPCOM,Hàng & Dịch vụ Công nghiệp,35.0,13.1,,1.7,,2.4,-0.1,0.1,,,,,,,,,0.0,,,0.89,8.03,,,,,0.0,0.0,0.0,0.0,,,,,,,,,0.0,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,Không,15.0,,,,,,,,,,,,,,,,,,,88.5,,,,,,,,9.8,,,,,,,1787.0,,,,
DVC,UPCOM,"Điện, nước & xăng dầu khí đốt",,,,2.0,,2.6,0.5,0.5,,,,,,,,,,,,,,457.46,19.06,,,,0.0,0.0,0.0,,,,,,,,,0.0,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,Không,25.0,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,
DVG,UPCOM,Xây dựng và Vật liệu,54.0,0.5,2.1,1.1,,3.4,0.3,-0.1,,73.1,51.3,5.3,3.6,37.8,0.2,-69.3,0.0,,Giá nằm trên SMA(20),111.02,,-73.79,,2.85,,0.0,0.32,0.36,0.28,,,,,1.59,,2.0,96.1,0.11,,,Mua mạnh,0.0,1.0,,51.0,MACD Histogram > 0 và tăng dần,920.3,7.3,8.3,10.1,,Giá nằm trên SMA(50),,,,,,Trung tính,25.0,66.67,,11.11,66.67,75.44,,Không,100.0,7.9,1.3,1.4,73.9,213.2,,-741.3,-4.8,-92.2,100.0,81.8,Giá nằm trên SMA(100),,11.11,0.9,113.5,100.2,82.4,,0.0,,,,,,,0.4,,,,,,,51.0,44.4,28.2,44.9,51.4
DVM,HNX,Y tế,320.0,5.6,2.4,1.5,3.2,2.6,-0.1,0.9,,54.9,65.1,55.6,1.1,7.6,0.4,9.2,0.0,Giá cắt lên SMA(5),Giá nằm dưới SMA(20),6.63,,10.92,,9.31,2.45,0.8,2.47,2.28,1.98,68.0,6.0,90.0,,2.48,,6.8,44.0,0.0,55.0,,Bán,0.0,1.0,,890.0,MACD Histogram < 0 và tăng dần,1.2,1.2,1.4,0.9,Giá cắt lên SMA(10),Giá nằm dưới SMA(50),,,,,,Trung tính,0.0,-9.33,,3.03,-9.33,-15.0,,Có,85.0,-174.3,-34.9,41.9,-27.7,17.2,-55.6,-15.4,-18.7,-55.1,33.6,24.7,Giá nằm dưới SMA(100),,3.03,299.0,301.2,269.4,433.4,1.5,1.0,-12.7,-15.6,-1.9,8.0,330.0,0.2,2.5,,,,-3.98,,766.0,890.0,-1.1,-2.6,-4.3,-0.5
DVN,UPCOM,Y tế,4851.0,9.7,2.5,2.7,3.8,3.2,-0.2,0.9,,80.0,18.2,27.8,0.3,15.8,1.5,33.1,4.2,Giá cắt lên SMA(5),Giá nằm dưới SMA(20),-1.1,-0.61,24.68,15.25,10.2,10.15,0.4,0.16,0.32,0.67,62.0,52.0,28.0,31.0,0.08,,20.7,43.3,0.03,43.0,,Bán,0.0,,1.0,1294.0,MACD Histogram < 0 và tăng dần,0.6,0.3,0.1,0.1,,Giá nằm dưới SMA(50),,,,,,Trung tính,-0.42,-1.51,,1.53,-1.51,0.05,70.41,Không,35.0,-27.3,-19.2,306.6,-8.4,4.0,-42.7,-10.0,-29.5,-26.9,23.0,172.2,Giá nằm dưới SMA(100),,1.53,7.0,15.2,29.3,66.8,72.5,6.0,,,,,,,4.6,,,,,,,1294.0,-8.6,-1.9,-3.3,-5.0
DVP,HSX,Hàng & Dịch vụ Công nghiệp,2792.0,19.9,2.6,3.5,3.0,4.2,-0.1,0.3,,85.7,9.7,8.4,0.3,10.2,2.1,10.6,10.8,Giá cắt lên SMA(5),Giá nằm dưới SMA(20),26.43,4.4,1.68,6.31,50.69,62.93,0.0,0.74,0.69,0.66,34.0,44.0,24.0,33.0,0.24,,69.8,33.4,11.52,34.0,,Bán mạnh,-98.0,2.0,,6869.0,MACD Histogram < 0 và tăng dần,0.4,0.4,0.4,0.3,,Giá nằm dưới SMA(50),,,,,,Thoát vùng quá bán,-0.99,-3.72,,0.29,-3.72,1.27,145.31,Có,30.0,0.6,1.2,274.8,-27.6,-22.2,-36.7,-20.7,-15.6,-13.2,10.8,1306.5,Giá nằm dưới SMA(100),,0.29,9.9,9.4,9.4,13.4,87.2,3.0,-12.8,20.7,-0.6,81.0,129.0,4.6,18.0,,,,-16.58,13.54,1340.0,6869.0,-6.8,-1.3,-3.2,-5.8
DVT,UPCOM,Hàng & Dịch vụ Công nghiệp,,,,1.0,,1.0,-0.9,0.3,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,0.0,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,Không,100.0,,,,,,,,,,,,,,,,,,,50.0,,,,,,,,,,,,,,,,,,,
DVW,UPCOM,Xây dựng và Vật liệu,,,,2.1,3.5,3.4,0.3,0.0,,,,,,,,,,,,,,6.84,8.23,,,,0.0,0.0,0.0,,,,,,,,,0.0,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,Không,45.0,,,,,,,,,,,,,,,,,,,36.0,,,,,,,,,,,,,,,,,,,
DWC,UPCOM,"Điện, nước & xăng dầu khí đốt",596.0,19.2,2.9,2.7,,4.6,0.2,0.3,,100.0,76.9,824.8,3.0,8.1,1.4,5.4,0.0,,Giá nằm trên SMA(20),26.19,19.41,236.68,,62.07,28.18,1.0,0.02,0.01,0.01,68.0,76.0,100.0,,0.04,,18.9,74.6,0.0,81.0,,Mua mạnh,0.0,1.0,,2342.0,MACD Histogram > 0 và tăng dần,3.1,6.1,11.3,5.9,,Giá nằm trên SMA(50),,,,,,Trung tính,8.0,20.38,,1.07,20.38,119.77,,Có,4.8,-47.4,-32.3,73.8,17.8,12.6,39.4,98.3,0.0,-43.6,119.8,145.4,Giá nằm trên SMA(100),,1.07,0.7,0.4,0.2,0.4,36.0,1.0,-2.5,1.5,0.1,24.0,86.0,1.9,8.7,,,,84.83,,421.0,2342.0,26.6,7.0,16.7,21.6
DWS,UPCOM,"Điện, nước & xăng dầu khí đốt",389.0,13.8,,3.0,3.3,4.2,0.2,0.0,,,8.2,,,7.8,1.1,6.3,5.5,,,7.87,8.81,14.66,16.25,31.42,10.55,0.3,0.0,0.0,0.0,,,,,,,,,0.0,,,,0.0,0.0,0.0,1932.0,,,,,,,,,,,,,,,,,,,,,Có,15.0,-1.6,-0.6,50.1,1.8,1.5,9.7,13.1,,,,,,,,,,,,85.6,0.0,-5.9,-29.5,0.8,12.0,117.0,0.8,4.7,,,,10.13,85.48,370.0,1932.0,,,,
DXG,HSX,Bất động sản,21295.0,2.8,2.5,1.8,3.0,4.4,0.1,1.2,,57.2,14.3,8.9,0.8,66.2,1.7,25.3,0.0,Giá cắt lên SMA(5),Giá cắt lên SMA(20),28.74,-3.78,48.81,-34.23,63.67,11.09,0.3,621.45,774.43,688.6,88.0,18.0,74.0,84.0,580.91,Mua > Bán,20.9,47.8,22.25,66.0,Chờ mua,Trung tính,-8602.0,1.0,,316.0,MACD Histogram < 0 và tăng dần,1.2,0.8,0.9,1.0,,Giá nằm dưới SMA(50),,,,Tín hiệu mua,,Trung tính,-6.9,-8.93,,4.24,-8.93,53.54,162.35,Không,80.0,-12.3,-8.1,321.5,-34.8,-13.1,147.2,54.6,-14.7,-42.4,98.8,1454.2,Giá nằm trên SMA(100),,4.24,24577.0,33645.7,30945.8,27958.1,26.0,30.0,,,,,,,1.0,,,,,,,316.0,25.4,0.1,-4.6,4.6
DXL,UPCOM,Du lịch và Giải trí,,,,1.7,,5.0,0.0,0.0,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,1.86,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,Không,20.0,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,
DXP,HNX,Hàng & Dịch vụ Công nghiệp,611.0,9.3,3.1,3.3,3.0,5.0,-0.2,1.0,,35.6,41.3,1.8,0.3,7.7,0.7,6.2,4.5,,Giá nằm dưới SMA(20),66.0,41.89,-3.97,-10.78,26.07,17.98,0.1,1.67,1.54,1.69,81.0,71.0,37.0,16.0,0.52,,10.2,30.5,0.84,51.0,,Bán mạnh,-75.0,0.0,0.0,1321.0,MACD Histogram < 0 và tăng dần,0.3,0.4,0.4,0.2,,Giá nằm dưới SMA(50),,,,,,Trung tính,-5.56,-6.42,,0.0,-6.42,-10.48,6.6,Không,50.0,13.8,8.2,79.1,-12.4,311.3,98.5,168.4,-16.4,-49.2,36.0,236.5,Giá nằm dưới SMA(100),,0.0,153.8,142.5,143.9,241.6,1.9,1.0,,,,,,,7.8,,,,,,,1321.0,-0.3,-5.5,-7.5,-3.4
DXS,HSX,Bất động sản,6370.0,5.4,2.5,1.9,3.0,4.6,0.1,1.2,,73.3,54.1,11.2,0.7,19.4,1.0,15.5,0.0,Giá cắt lên SMA(5),Giá nằm dưới SMA(20),22.05,-9.83,,-39.36,59.73,22.4,0.3,36.44,42.58,35.7,83.0,9.0,45.0,89.0,29.23,Mua > Bán,11.0,40.4,19.78,56.0,Chờ bán,Bán,780.0,1.0,,566.0,MACD Histogram < 0 và tăng dần,1.0,0.8,0.9,0.7,,Giá nằm dưới SMA(50),,,,,,Trung tính,-10.57,-13.39,,3.29,-13.39,86.76,,Không,80.0,-30.1,-12.2,327.6,37.4,-4.1,468.2,28.3,-23.3,-56.8,106.8,221.1,Giá nằm dưới SMA(100),,3.29,2768.2,3399.2,2896.7,3809.1,63.9,11.0,,,,,,,2.1,,,,,,,566.0,22.0,-6.6,-11.5,-2.2
DXV,HSX,Xây dựng và Vật liệu,40.0,-1.2,2.5,1.0,,3.4,0.0,0.4,,49.4,6.3,4.5,2.4,-33.0,0.4,-17.1,0.0,,Giá nằm trên SMA(20),4.71,-6.53,,,8.69,0.43,0.0,0.4,0.23,0.13,,,,,0.69,,4.04,54.1,0.52,,,Mua mạnh,0.0,,1.0,-122.0,MACD Histogram > 0 và giảm dần,2.6,4.1,6.2,12.1,,Giá nằm trên SMA(50),,,,,,Trung tính,6.32,3.59,,-6.91,3.59,7.45,10.68,Có,35.0,26.6,8.0,-1.2,5.0,25.8,,,-9.6,-84.2,15.4,89.7,Giá nằm trên SMA(100),Tăng nóng vào phiên hôm trước,-6.91,62.3,39.9,26.6,13.6,65.8,0.0,-16.8,-48.5,0.4,0.0,51.0,0.2,-0.9,,,,,,97.0,-122.0,3.2,4.0,2.1,3.2
DZM,UPCOM,Hàng & Dịch vụ Công nghiệp,16.0,5.0,,1.2,,2.2,0.0,0.0,,,,,,-67.7,-2.1,69.1,0.0,,,-14.24,-26.04,,,17.87,8.01,-3.2,0.0,0.0,0.0,28.0,45.0,53.0,74.0,,,,,9.71,50.0,,,0.0,0.0,0.0,-43.0,,,,,,,,,,,,,,,,,,,,,Không,65.0,-151.8,-40.2,-0.2,,7.4,,,,,,,,,,,,,,14.7,0.0,,,,,,,-0.4,,,,,,,-43.0,,,,
E12,UPCOM,Xây dựng và Vật liệu,7.0,-15.1,,1.6,,1.8,0.2,-0.1,,,24.2,9.6,0.1,-4.1,0.7,42.6,0.0,,Giá nằm dưới SMA(20),113.28,5.75,,-35.59,13.54,,4.4,0.01,0.01,0.02,,,,,0.0,,5.7,44.2,0.0,,,Bán,0.0,0.0,0.0,-1375.0,MACD Histogram > 0 và giảm dần,0.1,0.1,0.1,0.0,,Giá nằm dưới SMA(50),,,,,,Trung tính,-3.39,0.26,,0.0,0.26,-6.56,-28.75,Có,35.0,-560.1,-50.4,-1.7,-78.4,-89.6,-433.5,-5158.8,-52.5,-84.1,16.3,38.1,Giá nằm dưới SMA(100),,0.0,1.7,1.9,2.8,4.2,65.7,0.0,297.9,,0.1,0.0,5.0,0.2,-2.2,,,,,,10.0,-1375.0,-16.6,-2.3,-3.7,-17.6
